;"ANEXO 6.2 - INSTRUÇÃO PARA DESCRIÇÃO DA NÃO-CONFORMIDADE
A descrição da não-conformidade deve conter as seguintes informações:
1- Informações do Produto não-conforme (Nome, PN, N/S, Lote,OC, Qtde,..);
2 - Localização da não-conformidade;
3 - Especificação de Projeto (Valores especificados em desenhos e/ou Normas de Engenharia);
4 - Detalhamento da não-conformidade (Valores/dimensões encontradas);
5 - Participantes da Análise Preliminar (Nesse campo deve ser reprotado o nome completo do participante e sua respectiva área de atuação)
OBS: Válido para todas as Tecnologias (Ex: Usinagem, Interiores, Estruturas, Equipamentos, etc).";;;"Emprego de fotos ou croquis usando o GBI. 
R = Requerido 
O = Opcional 
O(*) = Classificação igual Fornecedor ou não-conformidades entre sites é requerido anexar fotos para problemas que afetam o aspecto visual  e croquis para desvios dimensionais. Em caso de problemas funcionais (exemplo: atrito, vazamento, ruído, etc) anexar vídeo para melhor visualização / entendimento do problema.
N/A = Não-aplicável ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Empenamento ;"1) Valor do gap encontrado; 
2) Dimensionamento da região discrepante (comprimento); 
3) Reportar os desvios a cada 250mm.; verificando os desvios 
com peso e sem peso.";"NE03-071 
NE03-063 
NE03-007";O(*) ;R;O(*) ;CPROB11-0025 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Entradas de ferramenta (usinagem);"1) Dimensão do dano: Comprimento x Largura x 
Profundidade; 
2) Distância do dano em relação ao furo mais próximo (se aplicável); 
3) Distância de passo e borda (se aplicável); 
4) Reportar se haverá problemas nas próximas montagens (opcional) - Socilitar apoio a Eng. Manufatura local.";"NE 20-038 
(Item 8.7)";O(*) ;R;O(*) ;CPROB06-0045 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Escareado indevido ;"1) Ø do Escareado; 
2) Altura do corpo cilíndrico; 
3) Produndidade do escareado; 
4) PN do prendedor de projeto (completo); 
5) Distância de passo e borda; 
6) Espessura do local (em caso de revestimento). ";"NE03-006 
NE03-071 
NE03-063 
NE03-007";O(*) ;R;O(*) ;CPROB09-0040 ;Diâmetro do furo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Esmagamento de Colméia ;"1) Dimensões do dano (comprimento x largura); 
2) Distância do dano em relação a borda da peça; 
3) Reportar causa do dano (Opcional);";"NE 20-038 
(Item 8.10)";O(*) ;R;O(*) ;CPROB02-0030 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Falta de componentes no kit de instalação;"1) Reportar em que momento a falta do componente foi identificada;
2) Recebimento / Produção: Verificar embalagem do fornecedor para ver se componente está no seu interior;
3) Produção: Verificar forma de pagamento (em caixa; em formato de kit, etc);
4) Produção: Verificar se PI no recebimento solicita a verificação do Kit. ";N/A;R;R;R;CPROB06-0005 ;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Falta de documentação;"1) Informar número da Invoice;
2) Informar quantidade de caixas/pallets se referem a Invoice;
3) Reportar condições da caixa, embalagem e material de proteção (foto).
4) Informar se a documentação faltante foi verificada em todas as caixas recebidas pela mesma Invoice.
Exemplo: Envio parcial de caixas da mesma Invoice para o estoque.";N/A;O(*) ;R;O(*) ;CPROB06-0005 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Falta de metalização;"1) Reportar o valor em miliohms;
2) Reportar se a metalização foi executada corretamente; ";N/A ;O(*) ;N/A ;O(*) ;CPROB11-0060 ;Reportar valor de projeto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Fio com crimpagem errada solto ou rompido;"1) Reportar ""excesso de canela""; 
2) Reportar se está crimpado sobre a isolação;
3) Informar nº do fio, conector e pino

";N/A ;R;R;R;CPROB01-0020;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Folga ;"1) Especificação de Projeto;
2) Valor do gap encontrado;
3) Dimensionamento da região discrepante (comprimento);
4) Localização do defeito;
5) Incluir foto indicando o problema, com as dimensões discrepantes;
6) Caso existir furos de fixação, reportar o diâmetro dos 
mesmos, o prendedor de projeto e passo e borda minima.";"NE02-044 
NE20-038 
(Item 9.2)";O(*) ;R;O(*) ;"CPROB11-0040 
";Reportar se é previsto calço na região;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Freno incorreto;"1) Informar se é freno ou cabo de segurança;
2) Informar o sentido do freno;
3) Informar se o freno ou cabo passou pelos furos do parafuso;
4) Informar se o freno ou cabo está frouxo / tensionado;
5) Inserir fotos do freno incorreto.";"Doc.Emb 3824
(Cablagem)";O;R;R;CPROB01-0030 ;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;"Furo com marcas na parede interna.
(Instalação de bucha) ";"1) Valor do furo conforme projeto; 
2) Diâmetro do furo ovalizado (valores minímo e máximo 
encontrado em tres direções radiais). Peças com grandes espessuras medir o furo em três profundidades (+) a profundidade da marca (utilizar molde ORANWASH);
2) Informar os PN’s afetado e a espessura de cada peça, 
conforme GBI;
3) Informar extenção do pacote total (Medição com paquímetro);
4) Distância em relação aos prendedores adjacentes;
5) Distâncias de referências ao local afetado (raio de 
concordância ou montagem adjacente que possa 
comprometer a instalação das buchas);
7) Distância de passo e borda;
8) Prendedor de projeto;
9) Perpendicularidade do furo (em graus);
10) Caso necessitar, fazer observação para medição da espessura das peças por ultra-som.";"NE03-006 
NE03-071 
NE03-063 
NE03-007 ";O(*) ;R;O(*) ;CPR0B09-0065 ;Se o revestimento for afetado, incluir uma foto ou ilustração do CATIA com localização precisa do furo afetado pela região externa, com informação de Nervura, caverna, etc.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Furo inclinado ;"1) Diâmetro do furo; 
2) Distância de passo e borda; 
3) Espessura do local (Em caso de revest.); 
4) Perpendicularidade do furo (Graus); ";NE03-006 ;O(*) ;R;O(*) ;CPROB09-0015 ;"Se o revestimento for afetado, incluir uma foto ou ilustração do CATIA com localização precisa do furo afetado pela região externa, com informação de Nervura, caverna, etc. 

Prendedor de Projeto
Diâmetro de Projeto
Distância do raio (se aplicável)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Furo indevido ;"1) Diâmetro do furo; 
2) Distância de passo em relação ao próximo furo de projeto; 
3) Distância de borda; 
+C40
4) Reportar se haverá problemas nas próximas 
montagens (Informação opcional) - Socilitar apoio da Engenharia de Manufatura local.";"NE 20-038 
(Item 8.5)";O(*) ;R;O(*) ;CPROB09-0045 ;"Se o revestimento for afetado, incluir uma foto ou ilustração do CATIA com localização precisa do furo afetado pela região externa, com informação de Nervura, caverna, etc. 

Distância do raio (se aplicável)
Furo passante  / não passante (junta)
Prendedores adjacentes (Se aplicável)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Furo Ovalizado/Com Diametro Incorreto ;"1) Dâmetro do furo conforme projeto; 
2) Diâmetro do furo ovalizado (valores minímo e máximo 
encontrado em tres direções radiais). Peças com grandes espessuras medir o furo em três profundidades; 
3) PN / Cód. Embraer do prendedor de projeto; 
4) Distância de passo e borda; 
5) Espessura do revestimento (quando aplicável);
6) Reportar se haverá problemas nas próximas montagens (opcional) - Socilitar apoio a Eng. Manufatura local.";"NE03-006 
NE03-071 
NE03-063 
NE03-007
";O(*) ;R;O(*) ;CPROB09-0010 ;"Se o revestimento for afetado, incluir uma foto ou ilustração do CATIA 
com localização precisa do furo afetado pela região externa, com informação de Nervura, caverna, etc. ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;"Furos »» Desalinhamento/Deslocamento/ 
Posicionamento incorreto (Foco:Usinagem)";"1) Fase de fabricação que foi detectada a não-conformidade; 
2) Reportar desvios através de relatórios de Inspeção - 
Socilitar apoio da área Inspeção Tridimensional; 
3) Reportar desvios através dos valores encontrados X valores 
de Projeto.
4) Reportar se haverá problemas nas próximas 
montagens (Informação opcional) - Socilitar apoio ao 
processista local)";"NE03-071 
NE03-063 
NE03-007";O(*) ;R;O(*) ;CPR0B09-0055 ;"Reportar distância de Passo
Distância do raio (se aplicável)
Prendedor de Projeto (se aplicável)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Guia do conector rotacionado ;"1) Informar sigla do conector.
2) Informar posição atual do guia em horas.
3) Informar especificação do projeto da cablagem.";"Doc.Emb 3824
NE80-076";R;R;R;CPROB01-0015;"Obrigatório emprego de fotos
Posição da Guia atual x Posição de Projeto
PN da Cablagem";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Impossibilidade de Montagem;"1) Informar o procedimento de montagem;
2) Informar as peças envolvidas no processo de montagem (PN / SN para cada uma das peças envolvidas);
3) Incluir um vídeo mostrando a tentativa de montagem das peças;
4) Informar se houve uma tentativa de realizar a montagem com peças diferentes.

";N/A ;O;R;R;CPROB01-0030 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Infiltração Química ;"2) Informar as peças envolvidas no processo de montagem (PN / SN para cada uma das peças envolvidas);";"NE 41-013 
NE 03-074 
NE 03-080 ";O(*) ;R;O(*) ;CPROB13-0075;"No ambiente de fabricação: Material Composto, Usinagem, Estamparia e Trat. Superfície, devem ser informados no campo ""Detalhamento da Não-Conformidade"": 
1) Informar a causa da infiltração (Ex.: Bolhas no mask, batidas no mask).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;Insertos deslocados ;"3) Incluir um vídeo mostrando a tentativa de montagem das peças;";"NE 20-038 
(Item 8.12)";O(*) ;R;O(*) ;"CPROB02-0050
";N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;"Inspeção de Recebimento
Informação Divergente (Documentação e Sistema)";4) Informar se houve uma tentativa de realizar a montagem com peças diferentes.;N/A ;O(*) ;N/A ;O(*) ;CPROB01-0030 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;Inspeções não-destrutivas (Imperfeições internas: Vazios, pontes em raios, corpo estranho, etc);"1) Extensão do dano: largura X comprimento, profundidade da 
área afetada, etc.";"NE 20-032 
(Item 5.3.7.3) ";O(*) ;R;O;"CPROB02 
(Ver relação) 
CPROB06 
(Ver relação)";Informar tipo de inspeção realizada (ex. Liquido penetrante);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Interferência (Atrito);"1) Descrever localização clara do local afetado, incluindo PN e SN das peças envolvidas.
Exemplo: fechadura da porta, conexões de tubos, flaps, etc;
2) Descrever momento quando interferência ocorre
Exemplo: Fricção entre o trinco e o marco da porta quando momento do fechamento da porta; Conexões de tubos não se encaixam; Atrito no momento de acionamento do flap, etc;
3) Informar dimensional especificado e encontrado da região com interferência e da peça que causa interferência;
4) Distância de passo e borda (se aplicável); 
5) Informar se existe prendedores afetados (se aplicável); 
6) Incluir vídeo mostrando a interferência reportada.";N/A ;O(*) ;N/A ;O(*) ;CPROB01-0030 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Linha de Sistema ;"1) Reportar desvios através de relatórios de Inspeção - 
Socilitar apoio da área Inspeção Tridimensional. 
";"NE03-071 
NE03-063 
 NE03-007";O(*) ;O;O(*) ;CPROB18-0040;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Marca de ferramenta ;"1) Distância em relação aos prendedores adjacentes (se 
aplicável);
2) Espessura da região afetada;
3) Dimensões (Profundidade, comprimento e largura);
4) Informar se o clad está afetado.";"NE 07-038 
NE 20-038 
(Item 8.5)
";O(*) ;R;O(*) ;CPROB13-0095;"No ambiente de fabricação: Material Composto, Usinagem, Estamparia e Trat. Superfície, devem ser informados no campo ""Detalhamento da Não-Conformidade"": 
1) Dimensões da marca e Profundidade (Número de camadas);
2) Distância de passo em relação ao próximo furo de projeto;
3) Distância de borda;
4) Reportar se haverá problemas na próxima montagem (Informação opcional) - Solicitar apoio do Sustaining local.
5) Número de camadas afetadas (Nota: Se usado ensaios NDT deve ser informado a profundidade do dano).
Tipo de marca (com remoção ou sem remoção de material)
Impacto ou fricção (se souber a origem)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;"Material Quebrado/Danificado
(antes da montagem no ambiente produtivo)";"1) Anexar fotos do processo de logística evidenciando o transporte das mesmas, desde o AS (ambiente sincronizador) e célula de preparação até o ambiente de montagem.
Exemplos: tubos flexíveis com danos na montagem que são verificados no recebimento, mas que podem ser danificados entre etapas de trasnporte interno, etc;
2) Informar o estado atual,  incluindo foto do material e dimensional;
3) Informar o motivo da quebra do material com evidências.
Exemplo: Material pesado sobre o outro, armanezamento inadequado, etc.";N/A ;O(*) ;N/A ;O(*) ;CPROB01-0030 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Metalização Faltando/Incorreta (fabricação);"1) Relatar como deveria ser realizada a metalização (especificação de projeto X encontrado);";N/A;O(*) ;R;O(*) ;CPROB11-0060 ;"No ambiente de fabricação: Material Composto, Usinagem, Estamparia e Trat. Superfície, devem ser informados no campo ""Detalhamento da Não-Conformidade""a causa da não-conformidade";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Metalização Incorreta (valores fora do especificado);"1) Indicar os pontos de medição (incluir fotos ou desenho esquemático mostrando os pontos usados para medição da metalização);
2) Informar valores limites de metalização permitidos (incluir número da NE ou o procedimento do fornecedor com o devido requisito);
3) Informar valor encontrado durante o procedimento de metalização.";N/A ;O(*) ;N/A ;O(*) ;CPROB01-0030 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Pino de conector baixo / danificado / faltando / sem sealing plug / sem travamento;"1) Sigla do conector; 
2) Cavidade do conector; 
3) Reportar o PN, qtde de pinos sem travar";N/A;R;R;R;;"Obrigatório emprego de fotos
Informar o PN da cablagem";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Porca travada;1) Informar se porca foi testada manualmente antes de ser montada no sistema com ferramental de aperto;N/A;O(*) ;R;O(*) ;;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
