;"ANEXO 6.2 - INSTRUÇÃO PARA DESCRIÇÃO DA NÃO-CONFORMIDADE
A descrição da não-conformidade deve conter as seguintes informações:
1- Informações do Produto não-conforme (Nome, PN, N/S, Lote,OC, Qtde,..);
2 - Localização da não-conformidade;
3 - Especificação de Projeto (Valores especificados em desenhos e/ou Normas de Engenharia);
4 - Detalhamento da não-conformidade (Valores/dimensões encontradas);
5 - Participantes da Análise Preliminar (Nesse campo deve ser reprotado o nome completo do participante e sua respectiva área de atuação)
OBS: Válido para todas as Tecnologias (Ex: Usinagem, Interiores, Estruturas, Equipamentos, etc).";;;"Emprego de fotos ou croquis usando o GBI. 
R = Requerido 
O = Opcional 
O(*) = Classificação igual Fornecedor ou não-conformidades entre sites é requerido anexar fotos para problemas que afetam o aspecto visual  e croquis para desvios dimensionais. Em caso de problemas funcionais (exemplo: atrito, vazamento, ruído, etc) anexar vídeo para melhor visualização / entendimento do problema.
N/A = Não-aplicável ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Porosidade ;"1) Reportar dimensões do dano (largura, comprimento e profundidade);
2) Em casos onde é usado o processo NDT, informar o valor em Db, conforme NE 07-011.
3) Espessura adjacente
4) Mapeamento próxima montagem";"NE 20-032 
(tabela 5) 
NE 07-011 ";R;R;R;CPROB06-0075 ;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;"Prendedores em desacordo com 
projeto/ cravação incorreta ";"1) Prendedor instalado no local; 
2) Distância de passo e borda (Mínimas).";N/A;O(*) ;R;O(*) ;CPROB14-0050 ;Informar o predendor de projeto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;"Printer Fault, Printer Faulted, Printer Inoperative,  Printer falt message at EICAS, printer fault light ""ON"", printer fault message on CAS, printer lan fault message on CAS, printer fault light on EICAS";"1) Anexar foto da impressão de autotest da impressora;
2) Anexar foto da impressora instalada e energizada;
3) Anexar foto do EICAS para status da impressora (Vermelho ou Verde);
4) Anexar foto do CAS para diagnostico de mensagens de falha atreladas a impressora.";N/A ;O(*) ;N/A ;O(*) ;CPROB01-0030 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;Recebimento: itens amassados e danificados;"1) Anexar fotos das embalagens interna e externa evidenciando se há algum dano na caixa;
2) Anexar fotos demonstrando todas as indicações de manuseio existentes (empilhamento, orientação da caixa, fragilidade,etc.), tanto da caixa principal, como também das embalagens individualizadas, caso haja.";N/A ;O(*) ;N/A ;O(*) ;CPROB01-0030 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;"Redução de espessura 
(Foco:Usinagem)";"1) Causa da não-conformidade;
2) Dimensão da região afetada: Comprimento x Largura;
3) Verificação de pontos medidos a cada 10mm se for uma área pequena ou aplicar distância de pontos maiores caso a variação de espessura não seja tão significativa.";"NE03-071 
NE03-063 
NE03-007
";O(*) ;R;O(*) ;"CPROB04-0020 
";N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;Risco;"1) Informar detalhes da especificação do produto quanto a riscos, tais como a norma de referência usada (se aplicável);
2) Informar onde o risco foi detectado (exemplo: recebimento, equipagem, entrega, etc.);
3) Informar dimensões do risco: comprimento, largura e profundidade (para riscos superficiais onde não é possível medir a profundidade, informar esta condição);
4) Informar a espessura do material ou chapa danificado 
(se for revestimento informar também a tolerância de projeto); 
5) Informar a distância e condição de iluminação em que os problemas foram inspecionados / detectados;
6) Informar se o tratamento superficial foi afetado (exemplo: verificação por meio de teste de passagem de corrente, utilizando o multímetro);
7) Efetuar teste clad (se necessário);
8) Reportar se a fibra não está exposta ou danificada (Em caso 
de material composto);
9) Anexar fotos do risco mostrando região afetada na peça (com dimensões explícitas nas fotos).";"NE07-038 
NE 20-038 
 (Item 9.5.2) 
NE20-032 
NE03-071 
NE03-063 
NE03-007";O(*) ;R;O(*) ;CPROB01-0030 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;"Rompimento de Camadas 
(Trincas) ";"1) Dimensão do dano: Comprimento x Largura; 
2) Número de camadas afetadas (Nota: Se usado ensaios NDT 
deve ser informado a profundidade do dano); 
3) Reportar se o dano está relacionado a montagem de 
chapas e/ou telas de metalização. ";"NE 20-038 
(Item 8.1)";O(*) ;R;O(*) ;CPROB06-0085 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;Rugas nas camadas;;"NE 20-032 
(tabela 5) ";R;R;R;CPROB13-0060 ;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;Ruído;"1) Informar a especificação do critério de ruído exigido ou se trata de uma anomalia percebida pelo operador devido a sua experiência de montagem para peças similares;
2) Evidênciar através de vídeo o ruído detectado, mostrando o funcionamento da peça);
3) Evidênciar através de vídeo o funcionamento de peça sem o ruído para efeitos comparativos;
4) Informar se o ruído é proveniente da inspeção / reclamação de cliente.";N/A ;O(*) ;N/A ;O(*) ;CPROB01-0030 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;"Sistema Operando fora do Especificado 
(Mensagem de Falha)
Nota: Referência o DOC.EMB 3916.";"1) Informar se peça apresenta mensagem de falha durante primeiro power on do equipamento, a fim de evidenciar que ela não foi previamente eletronicamente testada na Embraer (informar TSN e CSN se disponível);
2) Reportar qual teste / atividade estava sendo executada no momento da falha;
3) Reportar texto da mensagem de falha exibida (incluir foto);
4) Reportar código da mensagem de falha (incluir foto).
Nota: uma mesma mensagem de falha pode ser trigada por diferentes códigos de falha no CMC;
5) Anexar foto do display (obrigatório) onde é indicada a mensagem de falha e da página de manutenção (se disponível);
6) Indicar se mensagem é contínua ou intermitente (caso seja intermitente, indicar o tempo da intermitência ou período aproximado de sua duração e a situação em que ela foi trigada);
7) Especificar se o FIM foi realizado e, em caso positivo, indicar qual o código do FIM;
8) Reportar se foi realizada a medição ponto-a-ponto;
9) Reportar se conectores que têm ligação direta com o sistema da peça falhada foram desconectados, checados e reconectados;
10) Reportar se PBIT e IBIT foram realizados anteriormente a realização do swap / troca da peça julgada não-conforme;
11) Em caso de erro de carregamento de software informar o PN do programa instalado, a mensagem de falha e se o novo software foi disponibilizado pela Engenharia Embraer.
12) Informar se a mensagem aparece durante vôo ou teste de solo.
- Para mensagens de falha reportadas em testes no solo é importante também anexar download dos dados da aeronave (CMC, FHDB e outros).
- Para mensagens de falha reportadas em testes no voo é importante também informar qual a condição de voo ocorreu a pane como por exemplo decolagem, subida, cruzeiro, descida, pouso, etc. Anexar flight data e informação do CMC.";DOC.EMB 3196;R;R;R;CPROB01-0030 ;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;SN Duplicado Recebido;"1) Informar PN e SN duplicado;
2) Informar PO e linha de ambos os materiais recebidos juntamente com as respectivas datas de recebimento;
3) Incluir foto da Invoice de recebimento da última peça com SN duplicado juntamente com foto da peça física para evidenciar que a Invoice e a peça têm a mesma informação de SN.";N/A ;O(*) ;N/A ;O(*) ;CPROB01-0030 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;Tempo de Vida / Aferição / Inspeção Periódica / Validade Vencida;"1) Data de fabricação do produto/equipamento;
Nota: Informar qual a data está sendo usada para comparação (data de fabricação ou data de overhaull, se aplicável).
2) Incluir informação referente a quanto tempo o material pode ter de tempo de vida (incluir foto de página da DIP com indicação de perecibilidade / preservação / reteste do material);
3) Incluir data do teste hidrostático (para caso de garrafas de extinção de fogo).";N/A ;O(*) ;N/A ;O(*) ;CPROB01-0030 ;"No estoque (Recebimento) nos casos de testes hidrostáticos no campo especificação de projeto deve ser informado a data do reteste hidrostático;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;"Tratamento Térmico/Superficial 
Faltando ";1) Relatar a especificação X as condições atuais.;N/A;O(*) ;R;O;CPROB06-0090 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;Trinca ;"1) informar condições de projeto;
2) Dimensionamento da região discrepante (Comprimento) por ensaio de liquido penetrante e relatar condições atuais;
3) Caso existir furos de fixação, o diâmetro dos mesmos, prendedor de projeto e passo e bordas mínimas.";N/A;O(*) ;R;O(*) ;CPROB06-0095;No ambiente de Usinagem, Estamparia e Trat.Superfície, reportar no campo detalhamento da não-conformidade a causa da não-conformidade.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;Vazamento;"1) Informar o critério de vazamento permitido (especificação);
2) Informar o vazamento mensurado (exemplo: gotas por minuto, queda de pressão em psi / min, etc.);
3) Informar o tipo de teste executado durante detecção do vazamento (exemplo: bancada, pressurização, flushing);
4) Informar se o vazamento é no primeiro teste ou ocorreu posteriormente a algum outro teste realizado;
5) Informar se o vazamento ocorre com o sistema estático (desligado) ou sistema dinâmico (em execução);
6) Informar o tipo de fluido que está vazando (exemplo: óleo de preservação, óleo hidráulico, combustível, ar, hélio, agua, etc);
7) Informar método de detecção de vazamento (exemplo: inspeção visual, ruído, solução de detecção de vazamento - LEAK TEC, medidas de decaimento de pressão ao longo do tempo, etc.);
8) Informar o local do vazamento;
9) Informar se na área de vazamento há indícios de danos;
10) Para vazamentos de interface, reportar se a interface entre conectores foi verificada (região limpa e conexões desmontadas e montadas novamente) e se o torque das conexões estão adequados (informar requisito X torque aplicado);
11) Informar se swap da peça não-conforme foi realizado (caso seja possível);
12) Anexar vídeo mostrando vazamento (exemplo: formação de bolhas, gotejamento, poça de fluido no chão sendo formada, etc.).";NE 07-024 ;O(*) ;R;O;CPROB06-0090 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;Vincos ;"1) Profundidade do vinco; 
2) Espessura da peça; 
3) Reportar condições do lado oposto ""peça"" ao vinco.";"NE 20-032 
(tabela 5)";O(*) ;R;O(*) ;CPROB06-0105 ;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;Cablagem - Trançada;1) Informar n° do fio e/ou ramificação trançada.;N/A ;O;R;R;;Evidenciar por meio de fotos a região onde a cablagem está instalada.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;Cablagem - Terminal Incorreto;"1) Sigla do GS incorreto
2) Informar dimensões do Terminal GS que comprometeram a instalação. (diâmetro do furo, diâmetro externo, etc…)";N/A ;R;R;R;;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;Cablagem - Ligação invertida;1) Informar entre quais fios e quais conectores (cavidades) a inversão ocorreu.;N/A ;O;O;O;;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;Ramificação Incorreta;"1) Valor de projeto especificado  X encontrado com ponto de referência*
*  Para cablagem Solicitar suporte para análise de DI de instalação X DMU.
 ";N/A ;R;R;R;;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;Identificação Incorreta;"1) Informar identificação incorreta.
2) Informar qual a identificação deveria ter sido enviada.

";N/A;"Doc.Emb 2817*
*(Cablagem)";R;R;;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;Corpo estranho;"1) Dimensões largura e comprimento
2) Profundidade da  inclusão
3) Espessuras Adjacente
4) Mapeamento próxima montagem
5) Imagem do local afetado no componente e imagem do local afetado

";"NE 07-011
NE 20-032";R;R;R;;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;Cura;"1) Número da cura
2) Valor encontrado
3) Valor especificado
4) Nível da peça
5) Inspeção por ultrassom
6) Caso tenha ensaio no laboratório necessário aguardar para reportar o resultado";"NE 20-032 
Doc. Emb 84 ";R;R;R;;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;Resina Insuficiente/Faltando;"1) Imagem da região afetada e da peça como um todo
2) Informar se a região afeta aspecto visual, lado acabado ou lado não acabado

";"
NE 20-032";R;R;R;;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;Ruptura de Tela;"1) Imagem da região afetada e da peça como um todo;
2) Dimensão da ruptura comprimento x largura;
3) Avaliar se exsite cravação proxima a ruptura, passo entre a ruptura e prendedor limitado em no mínimo 25 mm;
4) Avaliare reportar  possíveis impactos na próxima montagem Ex: borda, afeta furação ou instalação de outro produto

";"
NE 80-060
NE 20-032";R;R;R;;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;Espessura ;"1) Dimensão  largura, comprimento
2) Espessura encontrada
3) Espessura de projeto
4) Informar lay up de camadas na região da espessura fora do especificado
5) Mapeamento próxima montagem
";"
NE 20-032";R;R;R;;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;"Afundamento / Mossa / Amassamento / Ondulação / Vinco
(Foco: Composto) ";"1) Dimensão  largura,  comprimento e profundidade
2) Mapeamento próxima montagem

";"
NE 20-032";R;R;R;;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;Tempo de Exposição;"1) Anexar gráfico de cura

";"
NE 20-032";R;R;R;;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;Vazios;"1) Dimensão  largura e comprimento;
2) Profundidade do vazio;
3) Espessura adjacente;
4) Mapeamento próxima montagem.

";"
NE 20-032
NE 07-011
";R;R;R;;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;Núcleo Esmagado / Descolado;"1) Dimensão  largura, comprimento e profundidade
2) Reportar a avaliação quanto a possíveis impactos na próxima montagem Ex: borda, afeta furação ou instalação de outro produto

";"
NE 20-032

";R;R;R;;Obrigatório emprego de fotos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
